coffeeshop_name,coffeeshop_url,rating,title,content,ReviewType
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,4,Consistent excellence,"The baristas demonstrate genuine passion for their craft, resulting in perfect drinks every time.",positive
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,4,Staff that remembers your name,The seasonal specials always surprise and delight with creative flavor combinations.,positive
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,4,Basic but functional,The drinks are acceptable though not memorable - exactly what you'd expect from a chain.,neutral
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,3,Neither impressed nor disappointed,The space is clean and functional though not especially inviting or comfortable.,neutral
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,4,The complete package,Attention to detail is remarkable - from precise brewing temps to beautiful latte art.,positive
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,4,Top-tier coffee craftsmanship,"I've traveled the world tasting coffee, and this shop ranks among the very best I've experienced.",positive
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,5,Consistent excellence,"As a coffee professional myself, I can attest to their technical excellence and consistency.",positive
Kaffein Coffee,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Kaffein_Coffee-Baku_Absheron_Region.html,2,What you see is what you get,My experiences here have been perfectly adequate though never noteworthy.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,3,Doesn't stand out,My experiences here have been perfectly adequate though never noteworthy.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,2,Unpleasant atmosphere,"The espresso tasted burnt and bitter, suggesting the machine needs maintenance.",negative
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Unmatched quality,Attention to detail is remarkable - from precise brewing temps to beautiful latte art.,positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Staff that remembers your name,"From the welcoming atmosphere to the carefully sourced beans, this place gets everything right.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,The complete package,"The baristas demonstrate genuine passion for their craft, resulting in perfect drinks every time.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,2,Basic caffeine delivery,It serves its purpose as a place to grab a decent cup and get some work done.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,2,Met basic expectations,This coffee shop meets basic expectations without particularly standing out in any way.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,1,Save your money,Dirty tables and sticky floors created an unpleasant dining environment.,negative
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Worth the detour,"From the welcoming atmosphere to the carefully sourced beans, this place gets everything right.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Coffee nirvana,"The owner clearly cares about quality, and it shows in every aspect of the experience.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Daily dose of happiness,"The baristas demonstrate genuine passion for their craft, resulting in perfect drinks every time.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Coffee perfection achieved,"My daily latte is consistently creamy, well-balanced, and served at the perfect temperature.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,3,Satisfactory but not special,The drinks are acceptable though not memorable - exactly what you'd expect from a chain.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Flavor explosion in every cup,"As a coffee professional myself, I can attest to their technical excellence and consistency.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Standard chain quality,Prices align with the quality received - neither a bargain nor a rip-off.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,The complete package,"From the welcoming atmosphere to the carefully sourced beans, this place gets everything right.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Barista mastery on display,They've mastered the difficult balance between professional expertise and warm hospitality.,positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,The gold standard,"I've traveled the world tasting coffee, and this shop ranks among the very best I've experienced.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,1,Disappointing experience,The pastries appeared stale and were served without being properly warmed.,negative
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,3,Neither impressed nor disappointed,My experiences here have been perfectly adequate though never noteworthy.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Perfectly balanced flavors,They've mastered the difficult balance between professional expertise and warm hospitality.,positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Worth waking up early for,"As a coffee professional myself, I can attest to their technical excellence and consistency.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Perfectly balanced flavors,"I've traveled the world tasting coffee, and this shop ranks among the very best I've experienced.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Won't wow you,It serves its purpose as a place to grab a decent cup and get some work done.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Elevated coffee experience,"From the welcoming atmosphere to the carefully sourced beans, this place gets everything right.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,1,Rushed and careless,"After waiting 20 minutes for a simple order, the drink was made incorrectly.",negative
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Barista mastery on display,"My daily latte is consistently creamy, well-balanced, and served at the perfect temperature.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Neither impressed nor disappointed,Prices align with the quality received - neither a bargain nor a rip-off.,neutral
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Coffee nirvana,They've mastered the difficult balance between professional expertise and warm hospitality.,positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,Absolute must-visit,"I've traveled the world tasting coffee, and this shop ranks among the very best I've experienced.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Attention to detail shines,Every visit exceeds my already high expectations - the coffee here is truly exceptional.,positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,2,Not worth the price,Loud music and uncomfortable seating made it impossible to relax or concentrate.,negative
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Absolute must-visit,"My daily latte is consistently creamy, well-balanced, and served at the perfect temperature.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,5,Absolute must-visit,"From the welcoming atmosphere to the carefully sourced beans, this place gets everything right.",positive
Coffee Mode,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-Coffee_Mode-Baku_Absheron_Region.html,4,My office away from home,"As a coffee professional myself, I can attest to their technical excellence and consistency.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,good but overpriced,"the place is really good, the waiters are really nice and helpful, and the food is really tasty. However, in my opinion it is a little overpriced. I paid 8.90 (somewhere) for a vanilla milkshake which had mostly whipping cream in it. side note: THEIR SAN SEBASTIAN CHEESECAKE IS AMAZING. i always hated cheesecake BUT COFFELEAS CHEESECAKE OMG. it is 7.50 btw",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,3,Food is tasty bit portions are small,"Food is tasty, staff is friendly, ambiance is good, clean and tidy, serving time is not long, but portions are way too small.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,3,staff sucks,"Visited this place with my friend. Many of the sitting area is like designed for solo visitors. Finally we found a place. However, the table is wooden and does not have a flat shape so its edge is dangerous for fingers. Waitress is absolutely not happy there. She was yawning all the time, approaching guest with one hand standing in her waist. We ordered one pineapple burger (it was delicious) and one caramel latte. When asked for sugar. First she said it has caramel inside why do you need sugar? then, when she brought it, she just threw it on the table without putting it into a sugar plate or something. Atmosphere and food is OK. Terrible staff !!!",neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,2,Dark cafeshop,This dark cafeshop is a bit of dismal and boring place in terms of its vibe. But I think about going to its second branch because of amusing chairs set there.,negative
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,2,We paid 6.5 AZN for green tea,"Isn't it insane? The cost of a green tea, especially if it's take away is max 1 AZN. How come we have to overpay?

Used to like coffee there, but this last time I got super disappointed!!",negative
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,1,Horrible Staff and Just Plain Terrible People,"Food is ok, but when you include the rude and incompetent wait staff, the place overall is not tolerable. This is a SERVICE industry, if your service sucks then so does your establishment.",neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,5,The first (Low audience) coffee shop in Baku 😂,"Yeah, I`m serious cause azerbaijan people like going well-known places. CoffeeLea has very cozy atmosphere! Come Here and Have FUN!",neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Cosy,Speacious and cosy place to have coffee date . Interior is also very interesting and unique for Baku . Would advice this place definetly.  Waiters are friendly and helpfull which is not common for Baku )) my congratulations on this.  The only thing I did not like (and believe that this does not happen everytime ) was the accident i saw : woman came out of kitchen with the full plate of sweets to put to shelve  but one of the sweets fall down to floor and she took it and again put onto plate then to fridge shelf ....  yes there were few guests and most probably only i saw it .please instruct the kitchen staff be carefull and not to do such kind of things .,positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Good place for a lunch,"We’ve been twice at this restaurant for our lunch. The people are kind and the food is tastful, with a own character. You can try some more Azeries food, but also an burger. Nice ambiance.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,5,Lunch time break,"Down a side street just behind the boulevard is the tidy little cafe serving lunches and coffee. Had a simple tuna sandwich, fresh apple juice followed by coffee.
In the cafe they have a coffee bean grinder and when running the aroma is fabulous. Bit noisy, 
Service is great and probably the best coffee in Baku",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d14169373-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,It's nice.,"Quiet and cozy place with nice music. You can take your laptop and mind your own business. The staff is good, sometimes inattentive.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,3,Basic caffeine delivery,My experiences here have been perfectly adequate though never noteworthy.,neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,1,Poor value proposition,The shop was uncomfortably crowded with nowhere to sit despite the high prices.,negative
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,3,Neither impressed nor disappointed,The drinks are acceptable though not memorable - exactly what you'd expect from a chain.,neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Daily dose of happiness,"The baristas demonstrate genuine passion for their craft, resulting in perfect drinks every time.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,2,Consistently average,Coffee quality varies slightly by barista but generally stays within acceptable parameters.,neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,3,Just okay,The space is clean and functional though not especially inviting or comfortable.,neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,1,My last visit here,"After waiting 20 minutes for a simple order, the drink was made incorrectly.",negative
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,5,Elevated coffee experience,The seasonal specials always surprise and delight with creative flavor combinations.,positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,2,Serviceable coffee stop,This coffee shop meets basic expectations without particularly standing out in any way.,neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,5,Precision in every pour,They've mastered the difficult balance between professional expertise and warm hospitality.,positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,5,The complete package,Attention to detail is remarkable - from precise brewing temps to beautiful latte art.,positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Top-tier coffee craftsmanship,Every visit exceeds my already high expectations - the coffee here is truly exceptional.,positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Unmatched quality,Attention to detail is remarkable - from precise brewing temps to beautiful latte art.,positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Daily dose of happiness,"The owner clearly cares about quality, and it shows in every aspect of the experience.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,2,Basic caffeine delivery,Prices align with the quality received - neither a bargain nor a rip-off.,neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,2,Better options available,Dirty tables and sticky floors created an unpleasant dining environment.,negative
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Aroma that stops you in your tracks,"From the welcoming atmosphere to the carefully sourced beans, this place gets everything right.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Unmatched quality,Attention to detail is remarkable - from precise brewing temps to beautiful latte art.,positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Does what it says,"I come here because it's convenient, not because the coffee is anything special.",neutral
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,5,Specialty coffee done right,"As a coffee professional myself, I can attest to their technical excellence and consistency.",positive
CoffeeLea,https://www.tripadvisor.com/Restaurant_Review-g293934-d6522592-Reviews-CoffeeLea-Baku_Absheron_Region.html,4,Top-tier coffee craftsmanship,They've mastered the difficult balance between professional expertise and warm hospitality.,positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,4,"Sweet, Sweet, Sweet","We were on a mission to find a quality hot chocolate and something to warm us up. 

The staff at second cup were super welcoming and the shop was lovely and cosy. I had the maple hot chocolate and it was nice but very very sweet.

I would come back, but maybe try something different.",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,4,Best place to relax,"It a great place to meet up with friends and enjoy a great coffee. In addition, it is a good place to study. The staff is very friendly and helpful. The girl that was taking our was very friendly and helped with our choice of desserts. The interior is relaxing and beautiful. The armchairs were a bit uncomfortable, as I am only 1.56. The tartlets were delicious. We had an apple and strawberry tartlets. I liked strawberry one more. The croissant was a bit dry. The best thing is that they have outside seats as well. Also, it was a bit cool, so it was great that they had blankets. In general, I really enjoyed my time here and will go here more.",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,4,Good cakes.,"The Place is Nice for a small bite and a coffee or cocoa. But the staff had Limited knowledge of English, but they were serviceminded and friendly. The chocolate cake was very fresh and moisty!",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,5,I enjoyed my coffee and tiramisu,"Second Cup in Baku is the perfect spot for coffee lovers seeking a cozy ambiance and delicious treats. I recently visited this café, and it was a delightful experience.

The highlight of my visit was their coffee, which was rich, flavorful, and expertly brewed. Paired with their tiramisu, it created a perfect harmony of taste. The tiramisu was light, creamy, and had just the right balance of coffee and sweetness—a true indulgence!

The atmosphere at Second Cup is warm and inviting, with comfortable seating and a modern, clean design. Whether you’re catching up on work, chatting with friends, or just enjoying a quiet moment to yourself, the vibe here is ideal.

The staff were friendly and attentive, making the experience even more enjoyable. They made sure everything was just right and served with a smile.

If you’re in Baku and looking for a relaxing spot to enjoy great coffee and desserts, I highly recommend Second Cup. It’s a wonderful retreat from the city buzz and a place where every sip and bite feels like a treat!",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,1,Rude staff,"This place is not dog friendly which i know and always come in quickly with my good mannered cocker spaniel, take my coffee and go out. Last time i came in my dog just stand near the corner with coffee packs. Barista told us “after you i’ll have to throw out this or pay for this. My dog did nothing with that packs! That sounded extremely rude and It was last time i visit this place. Location is Fountains Square",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,1,Terrible experience,I had Americano in take away cup. The cup wasn't properly closed and coffee have spilled on me and burned my hand. İ have approached to cashiers they were not event sorry for that... Terrible experience!,negative
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,5,Lovely,"Located in heart of Baku, serves amazing coffee with both outdoor and indoor seating. Loved it. Ordered for Cafe latte and it was perfect. Staffs are very courteous and best part is the location. After a tiring day exploring the city,sip on a second cup coffee and u ll not regret it.",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,2,Never again,"Ironically, this was my second experience to try the second cup, the mug was huge and it was simply water with milk (I ordered cappuccino)",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,5,Cappuccino Time,"Upon entry to Metropark Mall, near escalators is Second Cup Coffee Company. Ordered 2 cCappuccino coffee, chocolate and hazelnut. Both were perfect and the crew working there were wonderful.",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,4,A good alternative to Starbucks,"Nice cafe in the biggest city mall, 28 Mall, next to the railway station. Not big, but comfy, Starbucks-style setup. Good wi-fi, good desserts, nice place to have a break.",positive
Second Cup,https://www.tripadvisor.com/Restaurant_Review-g293934-d10298748-Reviews-Second_Cup-Baku_Absheron_Region.html,5,Perfect!!!,"I recently visited Second Cup at the shopping center, the atmosphere was calm, when I approached the checkout, the cashier greeted me so kindly and took my order, looking at the other employees, she stood out with her smile, a very sweet and beautiful girl, very diligent and it’s clear that she loves her job .",positive
